id,uf,municipio,codigo_ibge,regiao,canal,subcanal,tier,qtd_pontos_estimados,fluxo_diario_estimado,ticket_medio_estimado,faturamento_mensal_estimado,prioridade_expansao,fonte_dado,ano_base,metodologia_aplicada,nivel_confianca
102,SP,São Paulo,3550308,Sudeste,supermercado,supermercado/hipermercado grande formato,premium,10,4417,12.0,118800.0,4,ABRAS/NielsenIQ - Ranking ABRAS 2026,2025,SAM supermercado 3518 × peso[populacao] × densidade 1 × split premium 20%,medio
103,BA,Feira de Santana,2910800,Nordeste,universidade,IES presencial,premium,12,2200,12.0,142560.0,4,INEP - Censo da Educação Superior 2024,2024,SAM universidade 307 × peso[pop_renda{'alpha': 0.3}] × densidade 1 × split premium 35%,medio
104,BA,Salvador,2927408,Nordeste,universidade,IES presencial,convencional,23,3534,7.5,274275.0,4,INEP - Censo da Educação Superior 2024,2024,SAM universidade 307 × peso[pop_renda{'alpha': 0.3}] × densidade 1 × split convencional 65%,medio
105,BA,Salvador,2927408,Nordeste,universidade,IES presencial,premium,12,2200,12.0,142560.0,4,INEP - Censo da Educação Superior 2024,2024,SAM universidade 307 × peso[pop_renda{'alpha': 0.3}] × densidade 1 × split premium 35%,medio
106,PR,Curitiba,4106902,Sul,universidade,IES presencial,convencional,29,3534,7.5,345825.0,4,INEP - Censo da Educação Superior 2024,2024,SAM universidade 307 × peso[pop_renda{'alpha': 0.3}] × densidade 1 × split convencional 65%,medio
107,BA,Ilhéus,2913606,Nordeste,academia,academia/studio de rede (big-box),premium,9,1100,12.0,106920.0,3,Fitness Brasil/EY + ACAD - Panorama Setorial (HFA Global Report),2025,SAM academia 2480 × peso[pop_renda{'alpha': 0.5}] × densidade 1 × split premium 100%,medio
108,BA,Interior de BA,,Nordeste,academia,academia/studio de rede (big-box),premium,7,1100,12.0,83160.0,3,Fitness Brasil/EY + ACAD - Panorama Setorial (HFA Global Report),2025,SAM academia 2480 × peso[pop_renda{'alpha': 0.5}] × densidade 1 × split premium 100%,baixo
109,BA,Jequié,2918001,Nordeste,academia,academia/studio de rede (big-box),premium,7,1100,12.0,83160.0,3,Fitness Brasil/EY + ACAD - Panorama Setorial (HFA Global Report),2025,SAM academia 2480 × peso[pop_renda{'alpha': 0.5}] × densidade 1 × split premium 100%,medio
110,BA,Lauro de Freitas,2919207,Nordeste,academia,academia/studio de rede (big-box),premium,7,1100,12.0,83160.0,3,Fitness Brasil/EY + ACAD - Panorama Setorial (HFA Global Report),2025,SAM academia 2480 × peso[pop_renda{'alpha': 0.5}] × densidade 1 × split premium 100%,medio
111,PR,Cascavel,4104808,Sul,academia,academia/studio de rede (big-box),premium,9,1100,12.0,106920.0,3,Fitness Brasil/EY + ACAD - Panorama Setorial (HFA Global Report),2025,SAM academia 2480 × peso[pop_renda{'alpha': 0.5}] × densidade 1 × split premium 100%,medio
112,PR,Foz do Iguaçu,4108304,Sul,academia,academia/studio de rede (big-box),premium,8,1100,12.0,95040.0,3,Fitness Brasil/EY + ACAD - Panorama Setorial (HFA Global Report),2025,SAM academia 2480 × peso[pop_renda{'alpha': 0.5}] × densidade 1 × split premium 100%,medio
113,PR,Interior de PR,,Sul,academia,academia/studio de rede (big-box),premium,9,1100,12.0,106920.0,3,Fitness Brasil/EY + ACAD - Panorama Setorial (HFA Global Report),2025,SAM academia 2480 × peso[pop_renda{'alpha': 0.5}] × densidade 1 × split premium 100%,baixo
114,PR,São José dos Pinhais,4125506,Sul,academia,academia/studio de rede (big-box),premium,9,1100,12.0,106920.0,3,Fitness Brasil/EY + ACAD - Panorama Setorial (HFA Global Report),2025,SAM academia 2480 × peso[pop_renda{'alpha': 0.5}] × densidade 1 × split premium 100%,medio
115,RJ,Macaé,3302403,Sudeste,academia,academia/studio de rede (big-box),premium,9,1100,12.0,106920.0,3,Fitness Brasil/EY + ACAD - Panorama Setorial (HFA Global Report),2025,SAM academia 2480 × peso[pop_renda{'alpha': 0.5}] × densidade 1 × split premium 100%,medio
116,RS,São Leopoldo,4318705,Sul,academia,academia/studio de rede (big-box),premium,7,1100,12.0,83160.0,3,Fitness Brasil/EY + ACAD - Panorama Setorial (HFA Global Report),2025,SAM academia 2480 × peso[pop_renda{'alpha': 0.5}] × densidade 1 × split premium 100%,medio
117,SC,Brusque,4202909,Sul,academia,academia/studio de rede (big-box),premium,9,1100,12.0,106920.0,3,Fitness Brasil/EY + ACAD - Panorama Setorial (HFA Global Report),2025,SAM academia 2480 × peso[pop_renda{'alpha': 0.5}] × densidade 1 × split premium 100%,medio
118,SC,Caçador,4203006,Sul,academia,academia/studio de rede (big-box),premium,7,1100,12.0,83160.0,3,Fitness Brasil/EY + ACAD - Panorama Setorial (HFA Global Report),2025,SAM academia 2480 × peso[pop_renda{'alpha': 0.5}] × densidade 1 × split premium 100%,medio
119,SC,Lages,4209300,Sul,academia,academia/studio de rede (big-box),premium,9,1100,12.0,106920.0,3,Fitness Brasil/EY + ACAD - Panorama Setorial (HFA Global Report),2025,SAM academia 2480 × peso[pop_renda{'alpha': 0.5}] × densidade 1 × split premium 100%,medio
120,SP,Interior de SP,,Sudeste,academia,academia/studio de rede (big-box),premium,7,1100,12.0,83160.0,3,Fitness Brasil/EY + ACAD - Panorama Setorial (HFA Global Report),2025,SAM academia 2480 × peso[pop_renda{'alpha': 0.5}] × densidade 1 × split premium 100%,baixo
121,SP,Osasco,3534401,Sudeste,academia,academia/studio de rede (big-box),premium,7,1100,12.0,83160.0,3,Fitness Brasil/EY + ACAD - Panorama Setorial (HFA Global Report),2025,SAM academia 2480 × peso[pop_renda{'alpha': 0.5}] × densidade 1 × split premium 100%,medio
122,BA,Feira de Santana,2910800,Nordeste,aeroporto,aeroporto com voos regulares,premium,7,16500,12.0,83160.0,3,ANAC - Relatório de Demanda e Oferta / Concessões,2025,SAM aeroporto 18 × peso[pib_concentrado{'beta': 1.5}] × densidade 1 × split premium 100%,medio
123,PR,Londrina,4113700,Sul,hospital,hospital geral/especializado grande porte,premium,9,2200,12.0,106920.0,3,CNES/DataSUS,2024,SAM hospital 325 × peso[populacao] × densidade 1 × split premium 90%,medio
124,RS,Porto Alegre,4314902,Sul,hospital,hospital geral/especializado grande porte,premium,7,2200,12.0,83160.0,3,CNES/DataSUS,2024,SAM hospital 325 × peso[populacao] × densidade 1 × split premium 90%,medio
125,SC,Florianópolis,4205407,Sul,hospital,hospital geral/especializado grande porte,premium,7,2200,12.0,83160.0,3,CNES/DataSUS,2024,SAM hospital 325 × peso[populacao] × densidade 1 × split premium 90%,medio
126,SC,Joinville,4209102,Sul,hospital,hospital geral/especializado grande porte,premium,8,2200,12.0,95040.0,3,CNES/DataSUS,2024,SAM hospital 325 × peso[populacao] × densidade 1 × split premium 90%,medio
127,RJ,Rio de Janeiro,3304557,Sudeste,planta_industrial,planta industrial / CD >=500 funcionarios,convencional,14,1325,7.5,166950.0,3,RAIS/MTE - ano-base 2024 (faixas de porte de estabelecimento),2024,SAM planta_industrial 1140 × peso[pib_total] × densidade 1 × split convencional 100%,medio
128,SC,Itajaí,4208203,Sul,planta_industrial,planta industrial / CD >=500 funcionarios,convencional,17,1325,7.5,202725.0,3,RAIS/MTE - ano-base 2024 (faixas de porte de estabelecimento),2024,SAM planta_industrial 1140 × peso[pib_total] × densidade 1 × split convencional 100%,medio
129,SC,São José,4216602,Sul,planta_industrial,planta industrial / CD >=500 funcionarios,convencional,21,1325,7.5,250425.0,3,RAIS/MTE - ano-base 2024 (faixas de porte de estabelecimento),2024,SAM planta_industrial 1140 × peso[pib_total] × densidade 1 × split convencional 100%,medio
130,SP,São Bernardo do Campo,3548708,Sudeste,planta_industrial,planta industrial / CD >=500 funcionarios,convencional,16,1325,7.5,190800.0,3,RAIS/MTE - ano-base 2024 (faixas de porte de estabelecimento),2024,SAM planta_industrial 1140 × peso[pib_total] × densidade 1 × split convencional 100%,medio
131,SP,São Paulo,3550308,Sudeste,planta_industrial,planta industrial / CD >=500 funcionarios,convencional,17,1325,7.5,202725.0,3,RAIS/MTE - ano-base 2024 (faixas de porte de estabelecimento),2024,SAM planta_industrial 1140 × peso[pib_total] × densidade 1 × split convencional 100%,medio
132,BA,Feira de Santana,2910800,Nordeste,shopping,shopping center,premium,7,13200,12.0,83160.00,3,ABRASCE - Censo Brasileiro de Shopping Centers,2025,lista nominal ABRASCE — censo de shoppings qualificados (ABL >= 15000 m2) × split por ABL (premium >= 40000 m2),medio
133,BA,Camaçari,2905701,Nordeste,supermercado,supermercado/hipermercado grande formato,premium,7,4417,12.0,83160.0,3,ABRAS/NielsenIQ - Ranking ABRAS 2026,2025,SAM supermercado 3518 × peso[populacao] × densidade 1 × split premium 20%,medio
134,BA,Juazeiro,2918407,Nordeste,supermercado,supermercado/hipermercado grande formato,convencional,18,4417,7.5,214650.0,3,ABRAS/NielsenIQ - Ranking ABRAS 2026,2025,SAM supermercado 3518 × peso[populacao] × densidade 1 × split convencional 80%,medio
135,MG,Belo Horizonte,3106200,Sudeste,supermercado,supermercado/hipermercado grande formato,convencional,21,4417,7.5,250425.0,3,ABRAS/NielsenIQ - Ranking ABRAS 2026,2025,SAM supermercado 3518 × peso[populacao] × densidade 1 × split convencional 80%,medio
136,MG,Betim,3106705,Sudeste,supermercado,supermercado/hipermercado grande formato,convencional,15,4417,7.5,178875.0,3,ABRAS/NielsenIQ - Ranking ABRAS 2026,2025,SAM supermercado 3518 × peso[populacao] × densidade 1 × split convencional 80%,medio
137,MG,Contagem,3118601,Sudeste,supermercado,supermercado/hipermercado grande formato,convencional,17,4417,7.5,202725.0,3,ABRAS/NielsenIQ - Ranking ABRAS 2026,2025,SAM supermercado 3518 × peso[populacao] × densidade 1 × split convencional 80%,medio
138,MG,Juiz de Fora,3136702,Sudeste,supermercado,supermercado/hipermercado grande formato,convencional,16,4417,7.5,190800.0,3,ABRAS/NielsenIQ - Ranking ABRAS 2026,2025,SAM supermercado 3518 × peso[populacao] × densidade 1 × split convencional 80%,medio
139,MG,Uberlândia,3170206,Sudeste,supermercado,supermercado/hipermercado grande formato,convencional,20,4417,7.5,238500.0,3,ABRAS/NielsenIQ - Ranking ABRAS 2026,2025,SAM supermercado 3518 × peso[populacao] × densidade 1 × split convencional 80%,medio
140,PR,Maringá,4115200,Sul,supermercado,supermercado/hipermercado grande formato,premium,8,4417,12.0,95040.0,3,ABRAS/NielsenIQ - Ranking ABRAS 2026,2025,SAM supermercado 3518 × peso[populacao] × densidade 1 × split premium 20%,medio
141,PR,Ponta Grossa,4119905,Sul,supermercado,supermercado/hipermercado grande formato,premium,7,4417,12.0,83160.0,3,ABRAS/NielsenIQ - Ranking ABRAS 2026,2025,SAM supermercado 3518 × peso[populacao] × densidade 1 × split premium 20%,medio
142,RJ,Belford Roxo,3300456,Sudeste,supermercado,supermercado/hipermercado grande formato,convencional,20,4417,7.5,238500.0,3,ABRAS/NielsenIQ - Ranking ABRAS 2026,2025,SAM supermercado 3518 × peso[populacao] × densidade 1 × split convencional 80%,medio
143,RJ,Campos dos Goytacazes,3301009,Sudeste,supermercado,supermercado/hipermercado grande formato,convencional,19,4417,7.5,226575.0,3,ABRAS/NielsenIQ - Ranking ABRAS 2026,2025,SAM supermercado 3518 × peso[populacao] × densidade 1 × split convencional 80%,medio
144,RJ,Duque de Caxias,3301702,Sudeste,supermercado,supermercado/hipermercado grande formato,premium,8,4417,12.0,95040.0,3,ABRAS/NielsenIQ - Ranking ABRAS 2026,2025,SAM supermercado 3518 × peso[populacao] × densidade 1 × split premium 20%,medio
145,RJ,Niterói,3303302,Sudeste,supermercado,supermercado/hipermercado grande formato,convencional,21,4417,7.5,250425.0,3,ABRAS/NielsenIQ - Ranking ABRAS 2026,2025,SAM supermercado 3518 × peso[populacao] × densidade 1 × split convencional 80%,medio
146,RJ,São João de Meriti,3305109,Sudeste,supermercado,supermercado/hipermercado grande formato,convencional,18,4417,7.5,214650.0,3,ABRAS/NielsenIQ - Ranking ABRAS 2026,2025,SAM supermercado 3518 × peso[populacao] × densidade 1 × split convencional 80%,medio
147,RS,Canoas,4304606,Sul,supermercado,supermercado/hipermercado grande formato,premium,7,4417,12.0,83160.0,3,ABRAS/NielsenIQ - Ranking ABRAS 2026,2025,SAM supermercado 3518 × peso[populacao] × densidade 1 × split premium 20%,medio
148,RS,Gravataí,4309209,Sul,supermercado,supermercado/hipermercado grande formato,convencional,16,4417,7.5,190800.0,3,ABRAS/NielsenIQ - Ranking ABRAS 2026,2025,SAM supermercado 3518 × peso[populacao] × densidade 1 × split convencional 80%,medio
149,RS,Pelotas,4314407,Sul,supermercado,supermercado/hipermercado grande formato,premium,7,4417,12.0,83160.0,3,ABRAS/NielsenIQ - Ranking ABRAS 2026,2025,SAM supermercado 3518 × peso[populacao] × densidade 1 × split premium 20%,medio
150,RS,Santa Maria,4316907,Sul,supermercado,supermercado/hipermercado grande formato,convencional,20,4417,7.5,238500.0,3,ABRAS/NielsenIQ - Ranking ABRAS 2026,2025,SAM supermercado 3518 × peso[populacao] × densidade 1 × split convencional 80%,medio
151,SC,Chapecó,4204202,Sul,supermercado,supermercado/hipermercado grande formato,convencional,20,4417,7.5,238500.0,3,ABRAS/NielsenIQ - Ranking ABRAS 2026,2025,SAM supermercado 3518 × peso[populacao] × densidade 1 × split convencional 80%,medio
152,SC,Criciúma,4204608,Sul,supermercado,supermercado/hipermercado grande formato,convencional,16,4417,7.5,190800.0,3,ABRAS/NielsenIQ - Ranking ABRAS 2026,2025,SAM supermercado 3518 × peso[populacao] × densidade 1 × split convencional 80%,medio
153,SC,Itajaí,4208203,Sul,supermercado,supermercado/hipermercado grande formato,premium,9,4417,12.0,106920.0,3,ABRAS/NielsenIQ - Ranking ABRAS 2026,2025,SAM supermercado 3518 × peso[populacao] × densidade 1 × split premium 20%,medio
154,SC,Jaraguá do Sul,4208906,Sul,supermercado,supermercado/hipermercado grande formato,convencional,15,4417,7.5,178875.0,3,ABRAS/NielsenIQ - Ranking ABRAS 2026,2025,SAM supermercado 3518 × peso[populacao] × densidade 1 × split convencional 80%,medio
155,SP,Guarulhos,3518800,Sudeste,supermercado,supermercado/hipermercado grande formato,premium,8,4417,12.0,95040.0,3,ABRAS/NielsenIQ - Ranking ABRAS 2026,2025,SAM supermercado 3518 × peso[populacao] × densidade 1 × split premium 20%,medio
156,SP,Santo André,3547809,Sudeste,supermercado,supermercado/hipermercado grande formato,convencional,14,4417,7.5,166950.0,3,ABRAS/NielsenIQ - Ranking ABRAS 2026,2025,SAM supermercado 3518 × peso[populacao] × densidade 1 × split convencional 80%,medio
157,SP,São Bernardo do Campo,3548708,Sudeste,supermercado,supermercado/hipermercado grande formato,convencional,15,4417,7.5,178875.0,3,ABRAS/NielsenIQ - Ranking ABRAS 2026,2025,SAM supermercado 3518 × peso[populacao] × densidade 1 × split convencional 80%,medio
158,BA,Feira de Santana,2910800,Nordeste,universidade,IES presencial,convencional,22,3534,7.5,262350.0,3,INEP - Censo da Educação Superior 2024,2024,SAM universidade 307 × peso[pop_renda{'alpha': 0.3}] × densidade 1 × split convencional 65%,medio
159,BA,Alagoinhas,2900702,Nordeste,academia,academia/studio de rede (big-box),premium,6,1100,12.0,71280.0,2,Fitness Brasil/EY + ACAD - Panorama Setorial (HFA Global Report),2025,SAM academia 2480 × peso[pop_renda{'alpha': 0.5}] × densidade 1 × split premium 100%,medio
160,BA,Barreiras,2903201,Nordeste,academia,academia/studio de rede (big-box),premium,6,1100,12.0,71280.0,2,Fitness Brasil/EY + ACAD - Panorama Setorial (HFA Global Report),2025,SAM academia 2480 × peso[pop_renda{'alpha': 0.5}] × densidade 1 × split premium 100%,medio
161,BA,Porto Seguro,2925303,Nordeste,academia,academia/studio de rede (big-box),premium,5,1100,12.0,59400.0,2,Fitness Brasil/EY + ACAD - Panorama Setorial (HFA Global Report),2025,SAM academia 2480 × peso[pop_renda{'alpha': 0.5}] × densidade 1 × split premium 100%,medio
162,BA,Simões Filho,2930709,Nordeste,academia,academia/studio de rede (big-box),premium,3,1100,12.0,35640.0,2,Fitness Brasil/EY + ACAD - Panorama Setorial (HFA Global Report),2025,SAM academia 2480 × peso[pop_renda{'alpha': 0.5}] × densidade 1 × split premium 100%,medio
163,BA,Teixeira de Freitas,2931350,Nordeste,academia,academia/studio de rede (big-box),premium,5,1100,12.0,59400.0,2,Fitness Brasil/EY + ACAD - Panorama Setorial (HFA Global Report),2025,SAM academia 2480 × peso[pop_renda{'alpha': 0.5}] × densidade 1 × split premium 100%,medio
164,MG,Governador Valadares,3127701,Sudeste,academia,academia/studio de rede (big-box),premium,4,1100,12.0,47520.0,2,Fitness Brasil/EY + ACAD - Panorama Setorial (HFA Global Report),2025,SAM academia 2480 × peso[pop_renda{'alpha': 0.5}] × densidade 1 × split premium 100%,medio
165,MG,Interior de MG,,Sudeste,academia,academia/studio de rede (big-box),premium,6,1100,12.0,71280.0,2,Fitness Brasil/EY + ACAD - Panorama Setorial (HFA Global Report),2025,SAM academia 2480 × peso[pop_renda{'alpha': 0.5}] × densidade 1 × split premium 100%,baixo
166,MG,Ipatinga,3131307,Sudeste,academia,academia/studio de rede (big-box),premium,5,1100,12.0,59400.0,2,Fitness Brasil/EY + ACAD - Panorama Setorial (HFA Global Report),2025,SAM academia 2480 × peso[pop_renda{'alpha': 0.5}] × densidade 1 × split premium 100%,medio
167,MG,Ribeirão das Neves,3154606,Sudeste,academia,academia/studio de rede (big-box),premium,4,1100,12.0,47520.0,2,Fitness Brasil/EY + ACAD - Panorama Setorial (HFA Global Report),2025,SAM academia 2480 × peso[pop_renda{'alpha': 0.5}] × densidade 1 × split premium 100%,medio
168,MG,Sete Lagoas,3167202,Sudeste,academia,academia/studio de rede (big-box),premium,4,1100,12.0,47520.0,2,Fitness Brasil/EY + ACAD - Panorama Setorial (HFA Global Report),2025,SAM academia 2480 × peso[pop_renda{'alpha': 0.5}] × densidade 1 × split premium 100%,medio
169,MG,Uberaba,3170107,Sudeste,academia,academia/studio de rede (big-box),premium,6,1100,12.0,71280.0,2,Fitness Brasil/EY + ACAD - Panorama Setorial (HFA Global Report),2025,SAM academia 2480 × peso[pop_renda{'alpha': 0.5}] × densidade 1 × split premium 100%,medio
170,PR,Araucária,4101804,Sul,academia,academia/studio de rede (big-box),premium,3,1100,12.0,35640.0,2,Fitness Brasil/EY + ACAD - Panorama Setorial (HFA Global Report),2025,SAM academia 2480 × peso[pop_renda{'alpha': 0.5}] × densidade 1 × split premium 100%,medio
171,PR,Colombo,4105805,Sul,academia,academia/studio de rede (big-box),premium,4,1100,12.0,47520.0,2,Fitness Brasil/EY + ACAD - Panorama Setorial (HFA Global Report),2025,SAM academia 2480 × peso[pop_renda{'alpha': 0.5}] × densidade 1 × split premium 100%,medio
172,PR,Guarapuava,4109401,Sul,academia,academia/studio de rede (big-box),premium,4,1100,12.0,47520.0,2,Fitness Brasil/EY + ACAD - Panorama Setorial (HFA Global Report),2025,SAM academia 2480 × peso[pop_renda{'alpha': 0.5}] × densidade 1 × split premium 100%,medio
